Month,Decade,Tmax(C),Tmin(C)
04,1966-1975,18,15.5
04,1966-1975,18.9,16.9
04,1966-1975,19.3,16.6
04,1966-1975,19.5,15.8
05,1966-1975,18.6,10.2
05,1966-1975,18.5,13.7
05,1966-1975,18.8,14.7
05,1966-1975,20.3,14
05,1966-1975,19,16.5
05,1966-1975,19.1,15.8
05,1966-1975,18.4,13.6
05,1966-1975,17.5,9.9
05,1966-1975,17.9,12.6
05,1966-1975,19.6,13.6
05,1966-1975,17,9
05,1966-1975,17.8,12
05,1966-1975,18.6,9.2
05,1966-1975,18,10.9
05,1966-1975,15.2,11.2
05,1966-1975,16.9,9.8
05,1966-1975,18.8,11.6
05,1966-1975,16.2,11.4
05,1966-1975,15.5,10.9
05,1966-1975,16.3,12.2
05,1966-1975,16.3,11
05,1966-1975,13.6,8.7
05,1966-1975,14.1,9.8
05,1966-1975,15.1,10.7
05,1966-1975,16.8,13.4
05,1966-1975,15.5,12.3
05,1966-1975,15.3,7.3
05,1966-1975,15.8,10.9
05,1966-1975,16,10.1
05,1966-1975,16.5,9.1
05,1966-1975,17.6,8.3
06,1966-1975,15.7,5.5
06,1966-1975,15.8,7.4
06,1966-1975,17.2,9.5
06,1966-1975,18.2,14.3
06,1966-1975,18.9,12.4
06,1966-1975,17.6,13.7
06,1966-1975,18.1,13
06,1966-1975,17.2,10
06,1966-1975,18.9,13.4
06,1966-1975,15.6,10.6
06,1966-1975,14.4,9.3
06,1966-1975,13.5,6.7
06,1966-1975,16.1,8.2
06,1966-1975,15.6,11.4
06,1966-1975,14.9,11.8
06,1966-1975,15.8,6.4
06,1966-1975,12.7,8.4
06,1966-1975,12.1,5.6
06,1966-1975,12.4,1.4
06,1966-1975,12.2,1.8
06,1966-1975,13,4
06,1966-1975,13.7,4.9
06,1966-1975,14,5.6
06,1966-1975,16,7
06,1966-1975,16.4,11.8
06,1966-1975,17.8,13
06,1966-1975,17,11.6
06,1966-1975,14.4,9.5
06,1966-1975,13.2,9.9
06,1966-1975,13.7,2.3
07,1966-1975,12.2,4.9
07,1966-1975,12,4.3
07,1966-1975,12.3,4.2
07,1966-1975,11.9,0.9
07,1966-1975,12.5,1.7
07,1966-1975,12.6,3.1
07,1966-1975,12.9,4.6
07,1966-1975,12.2,2.9
07,1966-1975,12.8,5.9
07,1966-1975,13.7,4.4
07,1966-1975,13.2,3.8
07,1966-1975,12,5.6
07,1966-1975,11.9,6.8
07,1966-1975,14.7,7
07,1966-1975,14.9,8
07,1966-1975,13.8,10.8
07,1966-1975,14.3,11.9
07,1966-1975,15.3,12
07,1966-1975,16.2,9.4
07,1966-1975,15.8,8.5
07,1966-1975,16.1,10.3
07,1966-1975,14.8,11.7
07,1966-1975,16.3,8.2
07,1966-1975,16.6,10.6
07,1966-1975,14.1,8.1
07,1966-1975,13.5,7.2
07,1966-1975,12.7,6.4
07,1966-1975,12.5,3.7
07,1966-1975,12.7,2.4
07,1966-1975,13.8,4.2
07,1966-1975,13.2,4.2
08,1966-1975,13.4,4.4
08,1966-1975,15.5,4.6
08,1966-1975,14.4,6.7
08,1966-1975,15.5,10
08,1966-1975,13.2,9.1
08,1966-1975,15.3,8.4
08,1966-1975,13.8,6.4
08,1966-1975,14.3,7.7
08,1966-1975,12.6,10.1
08,1966-1975,14.8,6.9
08,1966-1975,15.5,9
08,1966-1975,16.6,10.8
08,1966-1975,16.4,14.2
08,1966-1975,18.3,9.8
08,1966-1975,14.3,9
08,1966-1975,15.2,9.4
08,1966-1975,13,9.4
08,1966-1975,10,8.5
08,1966-1975,13,7.5
08,1966-1975,14,9.5
08,1966-1975,17.7,11.7
08,1966-1975,17.7,10.7
08,1966-1975,11.6,5.6
08,1966-1975,11.5,3.9
08,1966-1975,12.8,6.4
08,1966-1975,15.8,7.6
08,1966-1975,16.7,10.9
08,1966-1975,17,9.9
08,1966-1975,17.5,7.1
08,1966-1975,16.2,10.8
08,1966-1975,16.1,12.1
09,1966-1975,15.4,8.1
09,1966-1975,13.4,8.7
09,1966-1975,14.4,6.5
09,1966-1975,14.9,9.6
09,1966-1975,16.3,11.4
09,1966-1975,15,6.1
09,1966-1975,14.5,8.6
09,1966-1975,14.4,7.3
09,1966-1975,11.4,7.3
09,1966-1975,13.5,10
09,1966-1975,14.7,11.2
09,1966-1975,14.7,8.2
09,1966-1975,15.4,4.4
09,1966-1975,15.5,6.4
09,1966-1975,18.7,9.9
09,1966-1975,18,13
09,1966-1975,15.7,14.3
09,1966-1975,16.6,13.6
09,1966-1975,16.6,13.4
09,1966-1975,18.8,11.9
09,1966-1975,18.6,11.6
09,1966-1975,17,10.9
09,1966-1975,15.9,10.9
09,1966-1975,15.4,5.5
09,1966-1975,14.8,10.4
09,1966-1975,19,12.4
09,1966-1975,19.4,11.1
09,1966-1975,19.9,14.6
09,1966-1975,17,15.1
09,1966-1975,18.8,15.8
10,1966-1975,18.8,12.5
10,1966-1975,15.8,12.7
10,1966-1975,15.6,11
10,1966-1975,14.8,8.9
10,1966-1975,15,4.1
10,1966-1975,17.2,7.9
10,1966-1975,17.1,11.2
10,1966-1975,18.6,12.9
10,1966-1975,17.4,11.8
10,1966-1975,16.9,8.3
10,1966-1975,20,10.4
10,1966-1975,19.8,10.3
10,1966-1975,19.8,12.2
10,1966-1975,20.3,14.5
10,1966-1975,19.6,14.8
10,1966-1975,19.4,12.9
10,1966-1975,17,12.1
10,1966-1975,14.8,9.7
10,1966-1975,16.2,11.9
10,1966-1975,17.5,13.8
10,1966-1975,18.2,14.2
10,1966-1975,22.2,14
10,1966-1975,22.1,15.4
10,1966-1975,19.5,12.9
10,1966-1975,17.2,8.5
10,1966-1975,19.1,12.4
10,1966-1975,16.3,11.9
10,1966-1975,19.6,9.6
10,1966-1975,17.6,8
10,1966-1975,17.9,8.2
10,1966-1975,18.5,8.6
11,1966-1975,20.4,14.4
11,1966-1975,20.4,15.5
11,1966-1975,22.9,16.1
11,1966-1975,22,17.2
11,1966-1975,23.1,17.5
11,1966-1975,23.5,16.3
11,1966-1975,23,14.2
11,1966-1975,23.3,15.2
11,1966-1975,23.9,15.1
11,1966-1975,17.8,13.7
11,1966-1975,20.6,15.1
11,1966-1975,18.4,14.4
11,1966-1975,19.3,15.9
11,1966-1975,19.7,14.2
11,1966-1975,19.9,13.4
11,1966-1975,20.9,13.7
11,1966-1975,19.4,12.9
11,1966-1975,18.3,11.7
11,1966-1975,19.9,13.1
11,1966-1975,17.5,12.1
11,1966-1975,17.3,8.6
11,1966-1975,22.2,12.9
11,1966-1975,17.9,10.2
11,1966-1975,18.3,13.4
11,1966-1975,20.1,10.6
11,1966-1975,20.5,14.7
11,1966-1975,18.4,13
11,1966-1975,17.9,14.4
11,1966-1975,19,14.2
11,1966-1975,18.7,12.2
12,1966-1975,20.3,17.4
12,1966-1975,21.3,14.6
12,1966-1975,18.8,14.2
12,1966-1975,22.2,11.7
12,1966-1975,22.7,12
12,1966-1975,23.6,12.7
12,1966-1975,24.3,14.2
12,1966-1975,24.2,15.4
12,1966-1975,23.2,17
12,1966-1975,25.2,13.3
12,1966-1975,23,16
12,1966-1975,20.8,14.3
12,1966-1975,23.4,14.7
12,1966-1975,22.7,14.4
12,1966-1975,23.5,14.6
12,1966-1975,24.4,14.3
12,1966-1975,23.5,13.6
12,1966-1975,23.8,18.2
12,1966-1975,24.2,16.2
12,1966-1975,20.2,15.5
12,1966-1975,20.2,15.5
12,1966-1975,21.7,11.7
12,1966-1975,23.7,12.4
12,1966-1975,22.1,16.9
12,1966-1975,21.4,15.5
12,1966-1975,19.3,15.7
12,1966-1975,20.9,16.2
12,1966-1975,21.1,15.2
12,1966-1975,21.6,11.6
12,1966-1975,22.5,13.4
12,1966-1975,25.5,14.5
01,1966-1975,24.2,14.7
01,1966-1975,23.9,16.6
01,1966-1975,25.7,17.1
01,1966-1975,26.3,16.7
01,1966-1975,22.5,14
01,1966-1975,25.7,18.4
01,1966-1975,25.2,16.7
01,1966-1975,26.6,18.1
01,1966-1975,24.3,15.9
01,1966-1975,19.8,11.2
01,1966-1975,22.1,11
01,1966-1975,22.9,12.4
01,1966-1975,21.7,14.2
01,1966-1975,20.1,12.1
01,1966-1975,22.7,12.9
01,1966-1975,23.7,13.8
01,1966-1975,22.4,13.7
01,1966-1975,26.1,16.3
01,1966-1975,25.2,15.4
01,1966-1975,26.1,15.4
01,1966-1975,26.2,17.6
01,1966-1975,25.2,17.7
01,1966-1975,21.5,18.3
01,1966-1975,23.8,16.7
01,1966-1975,20.7,11
01,1966-1975,20.5,11.4
01,1966-1975,19.4,15.1
01,1966-1975,21.9,15.1
01,1966-1975,24.8,17.2
01,1966-1975,21.3,13.3
01,1966-1975,23.8,18.6
02,1966-1975,27.4,18.6
02,1966-1975,23.3,15.1
02,1966-1975,25.7,15.9
02,1966-1975,25.4,16.3
02,1966-1975,26.9,18.2
02,1966-1975,24.2,16
02,1966-1975,25.1,16.3
02,1966-1975,27.6,17.4
02,1966-1975,26.9,20.1
02,1966-1975,27.4,19.4
02,1966-1975,28.1,17.2
02,1966-1975,28.1,17.5
02,1966-1975,27.8,20.8
02,1966-1975,27.7,20
02,1966-1975,27.8,19.8
02,1966-1975,27.7,21.1
02,1966-1975,27.6,21.7
02,1966-1975,26,18.9
02,1966-1975,28.3,19.5
02,1966-1975,26.7,15.8
02,1966-1975,25.2,15.8
02,1966-1975,28.1,20.3
02,1966-1975,27.2,19.4
02,1966-1975,25,20.2
02,1966-1975,23.3,17.7
02,1966-1975,22.6,16.8
02,1966-1975,23,17
02,1966-1975,25.7,19
03,1966-1975,21.6,16
03,1966-1975,18.7,12.7
03,1966-1975,20.3,15.6
03,1966-1975,22.7,15.2
03,1966-1975,21.9,17.4
03,1966-1975,22.1,15.4
03,1966-1975,21.4,17.8
03,1966-1975,22.7,15.6
03,1966-1975,25.4,13.9
03,1966-1975,24.5,18.2
03,1966-1975,25.4,17.1
03,1966-1975,25.2,15
03,1966-1975,24.9,14.4
03,1966-1975,23.8,15.2
03,1966-1975,24.3,17.2
03,1966-1975,24.7,19.4
03,1966-1975,25.6,17.3
03,1966-1975,24.8,13.8
03,1966-1975,14,12.2
03,1966-1975,16.7,10.6
03,1966-1975,16.3,9.2
03,1966-1975,19,9.3
03,1966-1975,19.6,9.3
03,1966-1975,21.8,10.2
03,1966-1975,21.9,10.4
03,1966-1975,22.3,12.2
03,1966-1975,21.1,9.6
03,1966-1975,20.2,8.6
03,1966-1975,22.9,13.2
03,1966-1975,21.8,13.1
03,1966-1975,23,14
04,1966-1975,23.4,13.6
04,1966-1975,23.6,16.7
04,1966-1975,24.4,19.2
04,1966-1975,23.8,19.3
04,1966-1975,25.4,19.9
04,1966-1975,22.8,19.1
04,1966-1975,21.7,17.9
04,1966-1975,23.5,14.4
04,1966-1975,22.9,15.6
04,1966-1975,22.8,15.4
04,1966-1975,22.8,11.4
04,1966-1975,19.4,9.6
04,1966-1975,18.8,9.3
04,1966-1975,19.7,10.9
04,1966-1975,22.4,13.3
04,1966-1975,23.3,18.1
04,1966-1975,21.2,14.3
04,1966-1975,21.3,15.4
04,1966-1975,18.2,15
04,1966-1975,22,11.9
04,1966-1975,21.9,15.5
04,1966-1975,19.9,11.6
04,1966-1975,18,10
04,1966-1975,17.5,11
04,1966-1975,17.3,9.1
04,1966-1975,16.5,11.8
04,1966-1975,18,9.8
04,1966-1975,14.6,9.7
04,1966-1975,17,7.7
04,1966-1975,16.8,5.8
05,1966-1975,16.5,5.4
05,1966-1975,18,9.7
05,1966-1975,16.8,12.7
05,1966-1975,17.4,12.2
05,1966-1975,16.6,3.4
05,1966-1975,16.5,7.7
05,1966-1975,17.1,10.5
05,1966-1975,16.9,13.4
05,1966-1975,17.3,5.7
05,1966-1975,13.4,7.2
05,1966-1975,17,10.8
05,1966-1975,16.4,6
05,1966-1975,16.6,8.8
05,1966-1975,17.2,7.1
05,1966-1975,17.1,8.7
05,1966-1975,19.2,9.4
05,1966-1975,18.2,8
05,1966-1975,17.3,9.6
05,1966-1975,18.2,11.4
05,1966-1975,17.1,10.2
05,1966-1975,18.7,8.4
05,1966-1975,17.5,10.1
05,1966-1975,17.8,12.9
05,1966-1975,20.4,11.7
05,1966-1975,19.9,13.8
05,1966-1975,18.2,13.7
05,1966-1975,15.4,11.4
05,1966-1975,18,11.6
05,1966-1975,20.9,15.9
05,1966-1975,19.8,12.5
05,1966-1975,17.2,8.6
06,1966-1975,16.9,8.4
06,1966-1975,16.9,8.4
06,1966-1975,16.4,6.9
06,1966-1975,12.3,2.4
06,1966-1975,13.2,4.7
06,1966-1975,13.7,4.6
06,1966-1975,16,6.4
06,1966-1975,13.7,8.4
06,1966-1975,15,9.2
06,1966-1975,16.7,13.8
06,1966-1975,17.3,13.6
06,1966-1975,19,8.7
06,1966-1975,17,11.1
06,1966-1975,16.4,12
06,1966-1975,17.5,12.2
06,1966-1975,16.7,12.7
06,1966-1975,13.6,5.3
06,1966-1975,10.4,3
06,1966-1975,10.6,3.4
06,1966-1975,11.7,3.4
06,1966-1975,10.7,2.2
06,1966-1975,15.2,6.4
06,1966-1975,15.6,9.7
06,1966-1975,16.4,11.7
06,1966-1975,16.5,9.3
06,1966-1975,16.8,8.1
06,1966-1975,17.2,9.6
06,1966-1975,14.9,11.7
06,1966-1975,15.3,11.6
06,1966-1975,15.4,4.4
07,1966-1975,13.7,4.7
07,1966-1975,16.5,8.2
07,1966-1975,16.4,12.4
07,1966-1975,18.2,12.1
07,1966-1975,14.1,8
07,1966-1975,10.6,4.6
07,1966-1975,11.6,3.5
07,1966-1975,13.1,3.4
07,1966-1975,15.6,9
07,1966-1975,17.3,12
07,1966-1975,15.1,10.2
07,1966-1975,12.8,9.3
07,1966-1975,12.9,9.5
07,1966-1975,14.3,6
07,1966-1975,14.7,5
07,1966-1975,14.5,5.1
07,1966-1975,16.4,8.6
07,1966-1975,15.9,12.5
07,1966-1975,16,10.2
07,1966-1975,18,11
07,1966-1975,16.5,11
07,1966-1975,15.8,10.1
07,1966-1975,15.7,9.6
07,1966-1975,14.7,11.4
07,1966-1975,14.3,8.9
07,1966-1975,14.7,9.1
07,1966-1975,13,4.8
07,1966-1975,14.9,9.9
07,1966-1975,16.3,9
07,1966-1975,16.9,7.3
07,1966-1975,15.1,7.4
08,1966-1975,14.8,9.4
08,1966-1975,14.3,8.7
08,1966-1975,15,7.9
08,1966-1975,12.7,8.9
08,1966-1975,15.1,9.7
08,1966-1975,15.9,10.5
08,1966-1975,16,6.6
08,1966-1975,16.7,7.8
08,1966-1975,14.8,8.5
08,1966-1975,13.5,8.5
08,1966-1975,16.4,8.9
08,1966-1975,16,9
08,1966-1975,15.2,7.3
08,1966-1975,15.3,9.8
08,1966-1975,13.1,7.1
08,1966-1975,14.7,7.2
08,1966-1975,16.8,9.4
08,1966-1975,17.6,11.5
08,1966-1975,14.2,7.6
08,1966-1975,12.6,5
08,1966-1975,13.8,8.2
08,1966-1975,15.6,10.9
08,1966-1975,17,10.7
08,1966-1975,14.5,9.3
08,1966-1975,13.6,6.6
08,1966-1975,14.3,5.6
08,1966-1975,14.3,8
08,1966-1975,12.9,8.5
08,1966-1975,14.2,9
08,1966-1975,14,6
08,1966-1975,14.3,3.2
09,1966-1975,16,7.1
09,1966-1975,14.7,11.4
09,1966-1975,14.1,11.5
09,1966-1975,16.2,9.3
09,1966-1975,15.8,8.1
09,1966-1975,17.8,5.7
09,1966-1975,16.2,7.2
09,1966-1975,17.6,12.4
09,1966-1975,15.6,12
09,1966-1975,15.3,12
09,1966-1975,15.7,12.2
09,1966-1975,15.2,10.1
09,1966-1975,19.4,8.9
09,1966-1975,18.3,7.6
09,1966-1975,17,7.7
09,1966-1975,16.8,12
09,1966-1975,17,10.3
09,1966-1975,15.7,6.9
09,1966-1975,16.8,10.2
09,1966-1975,15.5,7.9
09,1966-1975,15.8,7.3
09,1966-1975,16.1,8.9
09,1966-1975,17.1,12.6
09,1966-1975,16.6,11.4
09,1966-1975,19.5,12.8
09,1966-1975,16.6,14.7
09,1966-1975,18.1,9.1
09,1966-1975,18.3,11.1
09,1966-1975,14.1,6.8
09,1966-1975,15.2,5.8
10,1966-1975,15.4,4.2
10,1966-1975,15.2,5.6
10,1966-1975,14.9,6.7
10,1966-1975,15.7,8
10,1966-1975,16.6,8.8
10,1966-1975,18.9,9.8
10,1966-1975,17.8,13.6
10,1966-1975,18.4,16.4
10,1966-1975,19.6,15
10,1966-1975,20.3,10
10,1966-1975,18.9,8.9
10,1966-1975,17.5,10.7
10,1966-1975,17.4,14.1
10,1966-1975,20.7,14
10,1966-1975,18,11.5
10,1966-1975,18.3,8.8
10,1966-1975,18.3,10.3
10,1966-1975,20.2,13.7
10,1966-1975,16.4,12.5
10,1966-1975,19.8,11.3
10,1966-1975,20.4,11.7
10,1966-1975,20.4,14.2
10,1966-1975,18.7,13.2
10,1966-1975,16.8,8.5
10,1966-1975,18.2,11.1
10,1966-1975,17.5,8.7
10,1966-1975,17.4,13.2
10,1966-1975,19,6.6
10,1966-1975,16.6,11.1
10,1966-1975,16.7,11.7
10,1966-1975,16.7,7.6
11,1966-1975,16.7,7.3
11,1966-1975,17.7,8.5
11,1966-1975,17.4,11.6
11,1966-1975,18.3,8.2
11,1966-1975,20,10.9
11,1966-1975,20.1,11.4
11,1966-1975,19.2,13.6
11,1966-1975,18,13.6
11,1966-1975,23.2,12.8
11,1966-1975,20,13
11,1966-1975,21.2,15.2
11,1966-1975,19.8,16.1
11,1966-1975,19.4,15.6
11,1966-1975,23.9,13.7
11,1966-1975,25.5,13.7
11,1966-1975,19.7,15.4
11,1966-1975,18.4,11.5
11,1966-1975,19.9,13
11,1966-1975,22.1,13.9
11,1966-1975,18.9,14.6
11,1966-1975,19.7,13.5
11,1966-1975,22.4,14.2
11,1966-1975,21.8,14.5
11,1966-1975,19.1,14.1
11,1966-1975,21,15.4
11,1966-1975,22.8,13.5
11,1966-1975,24.2,12.9
11,1966-1975,23.6,15
11,1966-1975,21.8,15.1
11,1966-1975,22.4,14.9
12,1966-1975,22.4,15.5
12,1966-1975,24.5,16.7
12,1966-1975,23,16.2
12,1966-1975,23.5,15.5
12,1966-1975,23.2,14.8
12,1966-1975,21.4,15.8
12,1966-1975,20.2,14.5
12,1966-1975,20.3,12.1
12,1966-1975,23.8,13
12,1966-1975,19.7,11.6
12,1966-1975,19.3,11.8
12,1966-1975,20.6,10.9
12,1966-1975,23.3,12.2
12,1966-1975,23,15.2
12,1966-1975,22.5,13.6
12,1966-1975,24.8,16
12,1966-1975,21.9,14.3
12,1966-1975,22.2,16.7
12,1966-1975,20.8,17.3
12,1966-1975,21.5,16.2
12,1966-1975,22.4,15.7
12,1966-1975,25.6,16.5
12,1966-1975,24.6,16.3
12,1966-1975,26.4,16.2
12,1966-1975,25.3,14
12,1966-1975,24.4,14.4
12,1966-1975,24.5,14.4
12,1966-1975,26.3,14
12,1966-1975,25.5,16.1
12,1966-1975,25.9,17.2
12,1966-1975,26.3,19.8
01,1966-1975,25.6,18.9
01,1966-1975,21.8,17.2
01,1966-1975,22.6,15.3
01,1966-1975,22.6,18.2
01,1966-1975,27.4,15.2
01,1966-1975,28,18.1
01,1966-1975,26.7,17.4
01,1966-1975,25.9,17.6
01,1966-1975,24.1,18.5
01,1966-1975,23.7,17.5
01,1966-1975,25.4,16.9
01,1966-1975,25.1,17.3
01,1966-1975,27.5,18.3
01,1966-1975,27.6,19.4
01,1966-1975,24.8,19.1
01,1966-1975,24.6,16.4
01,1966-1975,24.7,15.8
01,1966-1975,20.6,15.4
01,1966-1975,23.5,17.7
01,1966-1975,23.5,15.4
01,1966-1975,22.2,15.2
01,1966-1975,22.5,15.2
01,1966-1975,22.6,14.7
01,1966-1975,23.5,14.5
01,1966-1975,23.6,15.4
01,1966-1975,24.4,13
01,1966-1975,23,15.4
01,1966-1975,25.2,17.4
01,1966-1975,25.7,19.7
01,1966-1975,22.5,14.2
01,1966-1975,22.1,13.1
02,1966-1975,23,13.6
02,1966-1975,24.2,14.2
02,1966-1975,24.1,15
02,1966-1975,24.8,14.9
02,1966-1975,23.4,15.7
02,1966-1975,22.1,11.8
02,1966-1975,20.9,16.9
02,1966-1975,21.6,16.4
02,1966-1975,21.1,12
02,1966-1975,22.5,14.9
02,1966-1975,22.9,13.7
02,1966-1975,23.6,14.8
02,1966-1975,25.2,16.4
02,1966-1975,24.8,19.7
02,1966-1975,23.8,17.5
02,1966-1975,27.2,19.5
02,1966-1975,25.9,19.8
02,1966-1975,25.5,18.9
02,1966-1975,25.3,19.1
02,1966-1975,25.4,17.2
02,1966-1975,25.4,14.5
02,1966-1975,25.7,16
02,1966-1975,25.9,17.1
02,1966-1975,25,16.9
02,1966-1975,26.2,18.2
02,1966-1975,25.4,18.1
02,1966-1975,25.2,18.4
02,1966-1975,24.5,18
03,1966-1975,24.6,19.2
03,1966-1975,23.9,13.6
03,1966-1975,23.3,15.7
03,1966-1975,22.2,16.3
03,1966-1975,24.8,16.8
03,1966-1975,24.4,17.3
03,1966-1975,23.6,16.9
03,1966-1975,22,14.2
03,1966-1975,23.5,14.6
03,1966-1975,23.6,17.1
03,1966-1975,23,18
03,1966-1975,21.6,16.5
03,1966-1975,23.9,17.6
03,1966-1975,25.1,16
03,1966-1975,23.2,17.3
03,1966-1975,24.7,18.5
03,1966-1975,23.5,16.7
03,1966-1975,22.9,14.8
03,1966-1975,22.1,13.3
03,1966-1975,22.7,13.5
03,1966-1975,23.3,13.9
03,1966-1975,24.3,14.1
03,1966-1975,24.8,16.6
03,1966-1975,24.9,17
03,1966-1975,25.1,18.5
03,1966-1975,22,14.4
03,1966-1975,22.2,15.6
03,1966-1975,21.1,14
03,1966-1975,20.8,10.1
03,1966-1975,21.6,11
03,1966-1975,22.9,14.5
04,1966-1975,23.7,17.9
04,1966-1975,24.4,15.7
04,1966-1975,18.8,14.8
04,1966-1975,21.2,15.5
04,1966-1975,19.6,10
04,1966-1975,20.4,11
04,1966-1975,21,11.6
04,1966-1975,22.1,14.5
04,1966-1975,20.4,10.7
04,1966-1975,20,8.4
04,1966-1975,20.8,13.2
04,1966-1975,20.1,15.2
04,1966-1975,19.3,12.2
04,1966-1975,18.6,10.7
04,1966-1975,19,8.7
04,1966-1975,18.7,6.5
04,1966-1975,19.4,10.5
04,1966-1975,19.3,8.9
04,1966-1975,19.6,9.2
04,1966-1975,21.9,12
04,1966-1975,22.3,15.7
04,1966-1975,22.9,17.3
04,1966-1975,21.4,17.7
04,1966-1975,20.5,15.5
04,1966-1975,21.7,15.1
04,1966-1975,19.4,12.8
04,1966-1975,16.1,6.6
04,1966-1975,17.9,11.5
04,1966-1975,18.2,15.1
04,1966-1975,18.8,12.6
05,1966-1975,18.2,10.4
05,1966-1975,19.7,11.2
05,1966-1975,19,13.1
05,1966-1975,18,9.8
05,1966-1975,17.4,6.9
05,1966-1975,17.1,13.3
05,1966-1975,17.8,12
05,1966-1975,17.6,10.4
05,1966-1975,18.2,9.6
05,1966-1975,17,11.7
05,1966-1975,15.8,11.1
05,1966-1975,17.3,11
05,1966-1975,16.5,9.9
05,1966-1975,16.8,9.7
05,1966-1975,19.2,11.7
05,1966-1975,19.8,11.6
05,1966-1975,20.1,13.1
05,1966-1975,21.4,13.3
05,1966-1975,21.2,13
05,1966-1975,20.1,11.4
05,1966-1975,19.5,12.4
05,1966-1975,19.3,15.4
05,1966-1975,20.3,12.9
05,1966-1975,17.2,13
05,1966-1975,19.4,14.7
05,1966-1975,19.9,12.3
05,1966-1975,17.9,11.2
05,1966-1975,17.8,10.4
05,1966-1975,17.2,12.5
05,1966-1975,18.3,11.6
05,1966-1975,16,10.8
06,1966-1975,15.6,10.1
06,1966-1975,15.5,5.8
06,1966-1975,16.9,7.3
06,1966-1975,15.9,5.2
06,1966-1975,17.3,5.9
06,1966-1975,17.2,8.5
06,1966-1975,18.1,11.5
06,1966-1975,16.8,8.4
06,1966-1975,13.3,2.6
06,1966-1975,15.4,6.5
06,1966-1975,15.2,8.8
06,1966-1975,13.9,3.2
06,1966-1975,14.8,4.9
06,1966-1975,15.9,11.4
06,1966-1975,15.6,9.2
06,1966-1975,14.3,9.5
06,1966-1975,13.2,3.4
06,1966-1975,10.8,0.1
06,1966-1975,14.4,2.4
06,1966-1975,15.3,5.8
06,1966-1975,14.7,7.6
06,1966-1975,15.4,7.7
06,1966-1975,11.8,6.8
06,1966-1975,12.4,7.4
06,1966-1975,15.6,11
06,1966-1975,13.2,2.5
06,1966-1975,12.7,4.2
06,1966-1975,11.7,4
06,1966-1975,12,1
06,1966-1975,11,0.4
07,1966-1975,11.6,2.3
07,1966-1975,14.9,6.5
07,1966-1975,13.3,7.6
07,1966-1975,13.5,9.2
07,1966-1975,12.1,2.1
07,1966-1975,10.3,3.7
07,1966-1975,11.1,-0.3
07,1966-1975,12.8,1.1
07,1966-1975,13.7,5.2
07,1966-1975,14,7.4
07,1966-1975,15.3,6.5
07,1966-1975,11.4,6.8
07,1966-1975,12.9,3.2
07,1966-1975,13.2,4.6
07,1966-1975,14.9,7.6
07,1966-1975,16.9,8.9
07,1966-1975,17.1,8.8
07,1966-1975,14.5,10.1
07,1966-1975,14,10.2
07,1966-1975,14.5,5.2
07,1966-1975,15.4,7.7
07,1966-1975,11.8,3.4
07,1966-1975,11,2
07,1966-1975,11.1,4.8
07,1966-1975,11.7,3.6
07,1966-1975,13.1,7.3
07,1966-1975,14.7,10.6
07,1966-1975,14.9,10.5
07,1966-1975,14.2,11
07,1966-1975,14.7,10.1
07,1966-1975,13.5,4.9
08,1966-1975,13.5,6.3
08,1966-1975,18,10.5
08,1966-1975,13.3,4.7
08,1966-1975,14.4,4.5
08,1966-1975,16,5.5
08,1966-1975,14.4,8.5
08,1966-1975,17,8.5
08,1966-1975,13.6,5.6
08,1966-1975,11.8,3.5
08,1966-1975,13.4,2.8
08,1966-1975,12.5,4.2
08,1966-1975,15.5,3.7
08,1966-1975,15.8,6.5
08,1966-1975,16.2,11.6
08,1966-1975,15.8,6.7
08,1966-1975,14.2,9.4
08,1966-1975,14,4.3
08,1966-1975,15.6,7.9
08,1966-1975,15.6,12.2
08,1966-1975,17.5,8.3
08,1966-1975,15.9,8.8
08,1966-1975,14.9,6.9
08,1966-1975,16.1,9.6
08,1966-1975,17.4,9.3
08,1966-1975,17.3,6.8
08,1966-1975,14.6,8.4
08,1966-1975,14,9.3
08,1966-1975,16.3,10.7
08,1966-1975,18.4,13.1
08,1966-1975,17.4,12.1
08,1966-1975,16.5,8.7
09,1966-1975,16.4,9.6
09,1966-1975,15.8,8.1
09,1966-1975,16.1,10.9
09,1966-1975,15.2,10.7
09,1966-1975,15.6,9.2
09,1966-1975,16.5,10.9
09,1966-1975,15.7,8.1
09,1966-1975,14,10.1
09,1966-1975,13.8,10
09,1966-1975,14.6,11
09,1966-1975,15.2,8
09,1966-1975,15.4,10
09,1966-1975,17.4,7.9
09,1966-1975,16.3,7
09,1966-1975,15.6,10.2
09,1966-1975,14.5,10.1
09,1966-1975,18.8,5.2
09,1966-1975,16.6,9.2
09,1966-1975,16.9,12.5
09,1966-1975,17.8,10.2
09,1966-1975,19.3,12
09,1966-1975,17.5,12
09,1966-1975,15.8,11.4
09,1966-1975,15.3,11.8
09,1966-1975,15.9,8.8
09,1966-1975,13.4,9.5
09,1966-1975,14.4,6
09,1966-1975,15.6,8.6
09,1966-1975,15.1,10.3
09,1966-1975,16.3,12.5
10,1966-1975,20.6,10.4
10,1966-1975,18.2,11.7
10,1966-1975,18,12.2
10,1966-1975,18.4,13
10,1966-1975,19.9,10.3
10,1966-1975,18.2,7.4
10,1966-1975,18.2,12.5
10,1966-1975,18.4,10.9
10,1966-1975,16.5,12.7
10,1966-1975,17.2,11.2
